CH1,CH2,Start,Increment,
Volt,Volt,-6.000000e-02,1.000000e-04
4.800000e-02,-1.804800e-02,
2.400000e-02,3.008000e-03,
2.400000e-02,-1.729600e-02,
7.200000e-02,2.256000e-03,
2.400000e-02,-2.030400e-02,
7.200000e-02,1.353600e-02,
2.400000e-02,5.264000e-03,
7.200000e-02,-1.880000e-02,
2.400000e-02,2.256000e-03,
7.200000e-02,-1.804800e-02,
7.200000e-02,-1.955200e-02,
2.400000e-02,2.256000e-03,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,-2.030400e-02,
7.200000e-02,3.008000e-03,
2.400000e-02,-2.030400e-02,
7.200000e-02,3.008000e-03,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,-2.030400e-02,
7.200000e-02,2.256000e-03,
2.400000e-02,-2.030400e-02,
7.200000e-02,4.512000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,2.256000e-03,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,-2.030400e-02,
7.200000e-02,1.654400e-02,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,-1.880000e-02,
7.200000e-02,3.008000e-03,
2.400000e-02,-1.880000e-02,
7.200000e-02,2.256000e-03,
2.400000e-02,1.504000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,-1.880000e-02,
7.200000e-02,4.512000e-03,
2.400000e-02,-1.955200e-02,
7.200000e-02,2.256000e-03,
7.200000e-02,-1.955200e-02,
2.400000e-02,1.504000e-03,
7.200000e-02,-2.030400e-02,
2.400000e-02,2.030400e-02,
7.200000e-02,-1.729600e-02,
2.400000e-02,1.504000e-03,
7.200000e-02,1.504000e-03,
2.400000e-02,-1.880000e-02,
7.200000e-02,1.504000e-03,
2.400000e-02,-1.880000e-02,
7.200000e-02,-1.804800e-02,
2.400000e-02,3.008000e-03,
7.200000e-02,-2.030400e-02,
-2.400000e-02,2.932800e-02,
